trial 0 t0 lA False rA False pd1 0 pd2 0 eo1 0 eo2 0 pp1 (0.0, 0.0) pp2 (0.0, 0.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 0 t28.38614 lA True rA True pd1 3.321487 pd2 2.941986 eo1 0.9706482 eo2 0.8639752 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.0, -22.2) go2 (-30.8, 0.7, -24.8)
trial 0 t28.40874 lA True rA True pd1 3.328323 pd2 2.92662 eo1 0.9608935 eo2 0.8784109 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.2) go2 (-30.8, 0.7, -24.8)
trial 0 t28.43097 lA True rA True pd1 3.328262 pd2 2.911072 eo1 0.9770672 eo2 0.8828881 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.2) go2 (-30.8, 0.7, -24.8)
trial 0 t28.45311 lA True rA True pd1 3.329559 pd2 2.901581 eo1 0.9769862 eo2 0.8720905 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.2) go2 (-30.9, 0.7, -24.7)
trial 0 t28.47527 lA True rA True pd1 3.327744 pd2 2.907898 eo1 0.9848687 eo2 0.8855767 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.2) go2 (-30.9, 0.7, -24.7)
trial 0 t28.49751 lA True rA True pd1 3.327713 pd2 2.897812 eo1 0.9897146 eo2 0.9046073 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.2) go2 (-30.9, 0.7, -24.7)
trial 0 t28.51984 lA True rA True pd1 3.335617 pd2 2.897568 eo1 0.9871214 eo2 0.8830509 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.2) go2 (-30.8, 0.7, -24.7)
trial 0 t28.5426 lA True rA True pd1 3.372025 pd2 2.889862 eo1 0.9937691 eo2 0.8926613 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.2) go2 (-30.8, 0.7, -24.7)
trial 0 t28.564 lA True rA True pd1 3.362 pd2 2.887802 eo1 1 eo2 0.9071891 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.2) go2 (-30.8, 0.7, -24.6)
trial 0 t28.5862 lA True rA True pd1 3.345825 pd2 2.867294 eo1 0.9942651 eo2 0.9232661 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.2) go2 (-30.8, 0.6, -24.6)
trial 0 t28.60884 lA True rA True pd1 3.341599 pd2 2.836533 eo1 0.9815351 eo2 0.9106096 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.3) go2 (-30.9, 0.6, -24.6)
trial 0 t28.63129 lA True rA True pd1 3.3414 pd2 2.837433 eo1 1 eo2 0.9282604 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.3) go2 (-30.9, 0.6, -24.6)
trial 0 t28.66508 lA True rA True pd1 3.341553 pd2 2.850418 eo1 1 eo2 0.9038205 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.3) go2 (-30.9, 0.6, -24.6)
trial 0 t28.68721 lA True rA True pd1 3.326813 pd2 2.85733 eo1 1 eo2 0.9158512 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.3) go2 (-30.9, 0.6, -24.5)
trial 0 t28.70923 lA True rA True pd1 3.327652 pd2 2.858505 eo1 1 eo2 0.9232421 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.2) go2 (-30.9, 0.6, -24.5)
trial 0 t28.73124 lA True rA True pd1 3.342514 pd2 2.861008 eo1 1 eo2 0.9159657 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.2) go2 (-30.8, 0.6, -24.5)
trial 0 t28.75301 lA True rA True pd1 3.368301 pd2 2.880844 eo1 1 eo2 0.8960978 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.2) go2 (-30.8, 0.6, -24.4)
trial 0 t28.77497 lA True rA True pd1 3.376801 pd2 2.882965 eo1 1 eo2 0.9069958 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.2) go2 (-30.8, 0.6, -24.3)
trial 0 t28.79698 lA True rA True pd1 3.387451 pd2 2.892502 eo1 1 eo2 0.9201212 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.8, 0.6, -24.3)
trial 0 t28.81931 lA True rA True pd1 3.387421 pd2 2.903214 eo1 1 eo2 0.9180151 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.8, 0.6, -24.3)
trial 0 t28.84146 lA True rA True pd1 3.383301 pd2 2.877533 eo1 1 eo2 0.9231993 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.8, 0.6, -24.3)
trial 0 t28.86376 lA True rA True pd1 3.375763 pd2 2.857254 eo1 1 eo2 0.9225599 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.8, 0.6, -24.3)
trial 0 t28.88623 lA True rA True pd1 3.375565 pd2 2.857147 eo1 1 eo2 0.9353485 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.8, 0.6, -24.3)
trial 0 t28.90828 lA True rA True pd1 3.375778 pd2 2.865891 eo1 1 eo2 0.93977 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.8, 0.6, -24.3)
trial 0 t28.93056 lA True rA True pd1 3.385376 pd2 2.856934 eo1 1 eo2 0.9391336 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.8, 0.6, -24.3)
trial 0 t28.95307 lA True rA True pd1 3.39415 pd2 2.866104 eo1 1 eo2 0.9375759 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.8, 0.6, -24.3)
trial 0 t28.97497 lA True rA True pd1 3.393387 pd2 2.879837 eo1 1 eo2 0.9283475 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.8, 0.6, -24.3)
trial 0 t29.0085 lA True rA True pd1 3.39447 pd2 2.916245 eo1 1 eo2 0.9377116 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.2) go2 (-30.8, 0.6, -24.3)
trial 0 t29.03046 lA True rA True pd1 3.401749 pd2 2.922958 eo1 1 eo2 0.9526423 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.2) go2 (-30.8, 0.6, -24.3)
trial 0 t29.05239 lA True rA True pd1 3.393524 pd2 2.950836 eo1 1 eo2 0.9488406 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.2) go2 (-30.8, 0.6, -24.3)
trial 0 t29.07442 lA True rA True pd1 3.422943 pd2 2.966461 eo1 1 eo2 0.9476904 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.2) go2 (-30.8, 0.5, -24.3)
trial 0 t29.0966 lA True rA True pd1 3.423096 pd2 2.966476 eo1 1 eo2 0.9500601 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.2) go2 (-30.8, 0.5, -24.3)
trial 0 t29.11948 lA True rA True pd1 3.399445 pd2 2.978378 eo1 1 eo2 0.9611558 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.3) go2 (-30.8, 0.5, -24.3)
trial 0 t29.14172 lA True rA True pd1 3.399551 pd2 2.978439 eo1 1 eo2 0.9654162 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.3) go2 (-30.8, 0.5, -24.3)
trial 0 t29.16376 lA True rA True pd1 3.40567 pd2 2.984528 eo1 1 eo2 0.9519272 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.2) go2 (-30.8, 0.5, -24.3)
trial 0 t29.1863 lA True rA True pd1 3.39978 pd2 2.98407 eo1 1 eo2 0.9589372 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.2) go2 (-30.8, 0.5, -24.3)
trial 0 t29.20872 lA True rA True pd1 3.397293 pd2 2.98381 eo1 1 eo2 0.9323482 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.2) go2 (-30.8, 0.5, -24.3)
trial 0 t29.23139 lA True rA True pd1 3.40004 pd2 2.983673 eo1 1 eo2 0.944781 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.2) go2 (-30.8, 0.5, -24.4)
trial 0 t29.25282 lA True rA True pd1 3.412415 pd2 2.960709 eo1 1 eo2 0.940842 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 6.0, -22.3) go2 (-30.8, 0.6, -24.3)
trial 0 t29.27522 lA True rA True pd1 3.387894 pd2 2.888535 eo1 1 eo2 0.9456832 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.1, -22.1) go2 (-30.8, 0.7, -24.4)
trial 0 t29.2973 lA True rA True pd1 3.343674 pd2 2.969009 eo1 1 eo2 0.9600706 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.1, -22.1) go2 (-30.8, 0.7, -24.4)
trial 0 t29.31911 lA True rA True pd1 3.376465 pd2 2.932419 eo1 1 eo2 0.959469 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.1, -22.1) go2 (-30.8, 0.7, -24.4)
trial 0 t29.35227 lA True rA True pd1 3.351166 pd2 2.913696 eo1 1 eo2 0.9453903 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.1, -22.1) go2 (-30.8, 0.7, -24.3)
trial 0 t29.37427 lA True rA True pd1 3.334091 pd2 2.88826 eo1 1 eo2 0.9655277 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.1, -22.1) go2 (-30.8, 0.7, -24.3)
trial 0 t29.39653 lA True rA True pd1 3.316116 pd2 2.894897 eo1 1 eo2 0.9610498 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.1, -22.1) go2 (-30.8, 0.7, -24.3)
trial 0 t29.41895 lA True rA True pd1 3.316116 pd2 2.895096 eo1 1 eo2 0.9574084 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.1, -22.1) go2 (-30.8, 0.7, -24.3)
trial 0 t29.44079 lA True rA True pd1 3.325577 pd2 2.896072 eo1 1 eo2 0.9888224 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.1, -22.1) go2 (-30.8, 0.6, -24.2)
trial 0 t29.46305 lA True rA True pd1 3.333801 pd2 2.884399 eo1 1 eo2 0.9707155 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.8, 0.6, -24.2)
trial 0 t29.48548 lA True rA True pd1 3.331161 pd2 2.905334 eo1 1 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.8, 0.6, -24.2)
trial 0 t29.50781 lA True rA True pd1 3.368652 pd2 2.883072 eo1 1 eo2 0.9757723 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.8, 0.6, -24.2)
trial 0 t29.53 lA True rA True pd1 3.370636 pd2 2.90509 eo1 1 eo2 0.9728065 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.8, 0.6, -24.3)
trial 0 t29.55249 lA True rA True pd1 3.37117 pd2 2.890106 eo1 1 eo2 0.9665221 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.8, 0.8, -24.9)
trial 0 t29.57448 lA True rA True pd1 3.366562 pd2 2.897217 eo1 1 eo2 0.9819607 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.8, 0.8, -24.9)
trial 0 t29.5968 lA True rA True pd1 3.366684 pd2 2.901413 eo1 1 eo2 0.9993572 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.8, 0.8, -24.9)
trial 0 t29.6193 lA True rA True pd1 3.366852 pd2 2.905045 eo1 1 eo2 0.9910729 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -22.1) go2 (-30.8, 0.8, -24.9)
trial 0 t29.64149 lA True rA True pd1 3.365768 pd2 2.936874 eo1 1 eo2 0.979713 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -22.0) go2 (-30.8, 0.8, -25.0)
trial 0 t29.66389 lA True rA True pd1 3.34729 pd2 2.932968 eo1 1 eo2 0.9636831 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -21.8) go2 (-30.8, 0.8, -25.0)
trial 0 t29.69684 lA True rA True pd1 3.346497 pd2 2.933212 eo1 1 eo2 0.9965713 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -21.8) go2 (-30.8, 0.8, -25.0)
trial 0 t29.71874 lA True rA True pd1 3.345795 pd2 2.952011 eo1 1 eo2 0.9872597 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -21.8) go2 (-30.8, 0.8, -25.0)
trial 0 t29.74072 lA True rA True pd1 3.34697 pd2 2.922592 eo1 1 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -21.8) go2 (-30.8, 0.8, -24.9)
trial 0 t29.76314 lA True rA True pd1 3.345795 pd2 2.926285 eo1 1 eo2 0.9766095 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -21.8) go2 (-30.8, 0.8, -24.9)
trial 0 t29.78547 lA True rA True pd1 3.344528 pd2 2.919296 eo1 1 eo2 0.9971895 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -21.8) go2 (-30.8, 0.8, -24.9)
trial 0 t29.80762 lA True rA True pd1 3.344788 pd2 2.919724 eo1 1 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -21.8) go2 (-30.8, 0.7, -24.9)
trial 0 t29.83012 lA True rA True pd1 3.344193 pd2 2.90036 eo1 1 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 5.9, -21.8) go2 (-30.8, 0.7, -24.9)
trial 0 t29.85335 lA True rA True pd1 3.341537 pd2 2.920593 eo1 1 eo2 0.9953625 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 5.9, -21.8) go2 (-30.8, 0.7, -24.8)
trial 0 t29.87488 lA True rA True pd1 3.344162 pd2 2.912582 eo1 1 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 5.9, -21.8) go2 (-30.8, 0.7, -24.8)
trial 0 t29.89729 lA True rA True pd1 3.358047 pd2 2.91893 eo1 1 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -21.9) go2 (-30.8, 0.6, -24.5)
trial 0 t29.92007 lA True rA True pd1 3.367859 pd2 2.931656 eo1 1 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -21.9) go2 (-30.8, 0.6, -24.5)
trial 0 t29.94198 lA True rA True pd1 3.381622 pd2 2.93222 eo1 1 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -21.9) go2 (-30.8, 0.6, -24.4)
trial 0 t29.96431 lA True rA True pd1 3.377991 pd2 2.931992 eo1 1 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -21.9) go2 (-30.8, 0.6, -24.4)
trial 0 t29.98661 lA True rA True pd1 3.377853 pd2 2.916809 eo1 1 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -21.9) go2 (-30.8, 0.6, -24.4)
trial 0 t30.00845 lA True rA True pd1 3.397415 pd2 2.924988 eo1 1 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -22.0) go2 (-30.8, 0.5, -23.9)
trial 0 t30.04118 lA True rA True pd1 3.380569 pd2 2.903702 eo1 1 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -22.0) go2 (-30.8, 0.5, -23.9)
trial 0 t30.06337 lA True rA True pd1 3.354736 pd2 2.900238 eo1 1 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -22.0) go2 (-30.8, 0.5, -23.9)
trial 0 t30.08545 lA True rA True pd1 3.343842 pd2 2.877258 eo1 1 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -22.0) go2 (-30.8, 0.5, -23.9)
trial 0 t30.10763 lA True rA True pd1 3.334564 pd2 2.902603 eo1 1 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -22.0) go2 (-30.8, 0.5, -23.9)
trial 0 t30.12979 lA True rA True pd1 3.331207 pd2 2.898651 eo1 1 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -22.0) go2 (-30.8, 0.5, -24.0)
trial 0 t30.15203 lA True rA True pd1 3.333496 pd2 2.901825 eo1 1 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -21.9) go2 (-30.8, 0.5, -24.0)
trial 0 t30.17432 lA True rA True pd1 3.335831 pd2 2.905884 eo1 1 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.0, -21.8) go2 (-30.8, 0.5, -24.0)
trial 0 t30.19681 lA True rA True pd1 3.332962 pd2 2.907974 eo1 1 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.0, -21.8) go2 (-30.8, 0.5, -24.0)
trial 0 t30.21915 lA True rA True pd1 3.333008 pd2 2.914688 eo1 0.7789978 eo2 0.60772 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 0.9) go1 (32.5, 6.0, -21.8) go2 (-30.8, 0.5, -24.0)
trial 0 t30.24114 lA True rA True pd1 3.038132 pd2 3.14093 eo1 0.1146771 eo2 0 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.5, 5.9, -21.3) go2 (-30.8, 0.6, -23.9)
trial 0 t30.26328 lA True rA False pd1 2.698288 pd2 -1 eo1 0 eo2 0 pp1 (0.5, 0.4) pp2 (0.5, 0.7) gd1 (0.0, -0.5, 0.9) gd2 (0.0, 0.0, 0.0) go1 (32.5, 6.2, -21.8) go2 (0.0, 0.0, 0.0)
trial 0 t30.28576 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (0.5, 0.8) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 0 t30.30784 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (0.5, 0.6) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 0 t30.33057 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 0 t30.35212 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (0.5, 0.5) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 0 t30.37427 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (0.6, 0.5) pp2 (0.5, 0.7) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 0 t30.39666 lA False rA False pd1 -1 pd2 -1 eo1 0.1502496 eo2 0 pp1 (0.6, 0.4) pp2 (0.5, 0.7) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 0 t30.43038 lA False rA False pd1 -1 pd2 -1 eo1 0.3097943 eo2 0.07034536 pp1 (0.5, 0.5) pp2 (0.5, 0.7) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
