trial 0 t0 lA False rA False pd1 0 pd2 0 eo1 0 eo2 0 pp1 (0.0, 0.0) pp2 (0.0, 0.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 0 t32.44079 lA True rA True pd1 3.403351 pd2 2.913223 eo1 1 eo2 1 pp1 (0.5, 0.3) pp2 (0.5, 0.5) gd1 (0.0, -0.2, 1.0) gd2 (0.0, -0.2, 1.0) go1 (32.5, 6.6, -21.4) go2 (-30.9, 1.2, -24.3)
trial 0 t32.46285 lA True rA True pd1 3.31575 pd2 3.005569 eo1 1 eo2 1 pp1 (0.5, 0.3) pp2 (0.5, 0.5) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 1.0) go1 (32.5, 6.4, -21.3) go2 (-30.8, 1.0, -24.3)
trial 0 t32.48504 lA True rA True pd1 3.305954 pd2 2.838867 eo1 0.9877458 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 1.0) go1 (32.6, 6.2, -21.4) go2 (-30.7, 0.7, -23.7)
trial 0 t32.50664 lA True rA True pd1 3.358337 pd2 2.954575 eo1 0.9784857 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 1.0) go1 (32.6, 6.2, -21.3) go2 (-30.7, 0.7, -23.7)
trial 0 t32.52903 lA True rA True pd1 3.357773 pd2 2.953857 eo1 0.9793063 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 1.0) go1 (32.6, 6.2, -21.3) go2 (-30.7, 0.7, -23.7)
trial 0 t32.5518 lA True rA True pd1 3.354233 pd2 2.927139 eo1 0.9752985 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 1.0) go1 (32.6, 6.2, -21.3) go2 (-30.7, 0.7, -23.8)
trial 0 t32.57401 lA True rA True pd1 3.343094 pd2 2.951813 eo1 0.9850392 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 1.0) go1 (32.6, 6.2, -21.3) go2 (-30.7, 0.7, -23.8)
trial 0 t32.60735 lA True rA True pd1 3.342102 pd2 2.930603 eo1 0.9795266 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 1.0) go1 (32.6, 6.2, -21.3) go2 (-30.7, 0.7, -23.9)
trial 0 t32.62909 lA True rA True pd1 3.335739 pd2 2.913727 eo1 0.980338 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 1.0) go1 (32.6, 6.2, -21.3) go2 (-30.8, 0.7, -24.0)
trial 0 t32.65108 lA True rA True pd1 3.307587 pd2 2.92543 eo1 0.9790667 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 1.0) go1 (32.6, 6.2, -21.3) go2 (-30.8, 0.7, -24.0)
trial 0 t32.673 lA True rA True pd1 3.280716 pd2 2.919846 eo1 0.9816443 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 1.0) go1 (32.6, 6.2, -21.3) go2 (-30.8, 0.7, -24.0)
trial 0 t32.69527 lA True rA True pd1 3.275711 pd2 2.913101 eo1 0.9761207 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 1.0) go1 (32.6, 6.2, -21.3) go2 (-30.8, 0.7, -24.0)
trial 0 t32.71743 lA True rA True pd1 3.273178 pd2 2.910538 eo1 0.9644811 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 1.0) go1 (32.6, 6.2, -21.4) go2 (-30.8, 0.7, -24.0)
trial 0 t32.73968 lA True rA True pd1 3.25296 pd2 2.906113 eo1 0.9552305 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 1.0) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.2, -21.4) go2 (-30.8, 0.7, -24.0)
trial 0 t32.76192 lA True rA True pd1 3.167953 pd2 2.854202 eo1 0.9141148 eo2 0.9764274 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.3, 0.9) go1 (32.6, 6.2, -22.0) go2 (-30.8, 0.5, -23.8)
trial 0 t32.78432 lA True rA True pd1 3.098785 pd2 2.809906 eo1 0.902379 eo2 0.9592414 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 6.0, -21.9) go2 (-30.9, 0.7, -24.6)
trial 0 t32.80763 lA True rA True pd1 3.24617 pd2 2.878815 eo1 0.912847 eo2 0.9599119 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.9, -22.0) go2 (-30.9, 0.6, -24.6)
trial 0 t32.82927 lA True rA True pd1 3.147903 pd2 2.85231 eo1 0.8956268 eo2 0.9695026 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.9, -22.0) go2 (-30.9, 0.6, -24.7)
trial 0 t32.85142 lA True rA True pd1 3.147003 pd2 2.854538 eo1 0.8856606 eo2 0.9834096 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.9, -22.0) go2 (-30.9, 0.6, -24.7)
trial 0 t32.87426 lA True rA True pd1 3.152023 pd2 2.879517 eo1 0.9093789 eo2 0.9548003 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.9, -22.0) go2 (-30.9, 0.6, -24.7)
trial 0 t32.89629 lA True rA True pd1 3.153229 pd2 2.884979 eo1 0.9118584 eo2 0.976737 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.9, -22.0) go2 (-30.9, 0.6, -24.7)
trial 0 t32.91956 lA True rA True pd1 3.159256 pd2 2.90332 eo1 0.890361 eo2 0.9680724 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.9, -22.0) go2 (-30.9, 0.6, -24.7)
trial 0 t32.94085 lA True rA True pd1 3.183807 pd2 2.918625 eo1 0.9018189 eo2 0.9778594 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.9, -22.0) go2 (-30.9, 0.6, -24.7)
trial 0 t32.97375 lA True rA True pd1 3.200974 pd2 2.927612 eo1 0.9023563 eo2 0.9749535 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.9, -21.9) go2 (-31.0, 0.6, -24.7)
trial 0 t32.99567 lA True rA True pd1 3.222046 pd2 2.934067 eo1 0.8964953 eo2 0.9603995 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.9, -21.9) go2 (-31.0, 0.6, -24.7)
trial 0 t33.01771 lA True rA True pd1 3.24353 pd2 2.944656 eo1 0.8965179 eo2 0.9849768 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.9, -21.8) go2 (-31.0, 0.6, -24.7)
trial 0 t33.03963 lA True rA True pd1 3.255753 pd2 2.971313 eo1 0.9190617 eo2 0.9786095 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.9, -21.8) go2 (-31.0, 0.6, -24.7)
trial 0 t33.0619 lA True rA True pd1 3.260468 pd2 2.982803 eo1 0.9043343 eo2 0.9847225 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.9, -21.8) go2 (-31.0, 0.6, -24.7)
trial 0 t33.08359 lA True rA True pd1 3.260284 pd2 2.989166 eo1 0.9282979 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.8) go2 (-31.0, 0.6, -24.7)
trial 0 t33.10597 lA True rA True pd1 3.259537 pd2 2.978043 eo1 0.9238574 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.8) go2 (-31.0, 0.6, -24.8)
trial 0 t33.12804 lA True rA True pd1 3.253189 pd2 2.978043 eo1 0.9240962 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.8) go2 (-31.0, 0.6, -24.8)
trial 0 t33.15035 lA True rA True pd1 3.253525 pd2 2.982346 eo1 0.9492148 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.8) go2 (-31.0, 0.6, -24.8)
trial 0 t33.17255 lA True rA True pd1 3.233948 pd2 2.981155 eo1 0.9382774 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.8) go2 (-31.0, 0.6, -24.8)
trial 0 t33.19475 lA True rA True pd1 3.229111 pd2 2.981216 eo1 0.9672258 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.8) go2 (-31.0, 0.6, -24.8)
trial 0 t33.21727 lA True rA True pd1 3.233673 pd2 2.977905 eo1 0.9518917 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.8) go2 (-31.0, 0.6, -24.7)
trial 0 t33.23993 lA True rA True pd1 3.247818 pd2 2.982605 eo1 0.9699294 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.8) go2 (-31.0, 0.6, -24.7)
trial 0 t33.27291 lA True rA True pd1 3.271088 pd2 2.98175 eo1 0.9581427 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.8) go2 (-31.0, 0.6, -24.7)
trial 0 t33.29554 lA True rA True pd1 3.271133 pd2 2.97757 eo1 0.9640732 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.8) go2 (-30.9, 0.6, -24.7)
trial 0 t33.31744 lA True rA True pd1 3.271271 pd2 2.997925 eo1 0.959271 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.9) go2 (-30.9, 0.6, -24.7)
trial 0 t33.33963 lA True rA True pd1 3.271027 pd2 3.019028 eo1 0.9722262 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.9) go2 (-30.9, 0.5, -24.7)
trial 0 t33.36185 lA True rA True pd1 3.270981 pd2 3.020355 eo1 0.9618559 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.9) go2 (-30.9, 0.5, -24.6)
trial 0 t33.38385 lA True rA True pd1 3.286713 pd2 3.02066 eo1 0.9739681 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.9) go2 (-30.9, 0.5, -24.6)
trial 0 t33.40599 lA True rA True pd1 3.298462 pd2 3.033081 eo1 0.9763326 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.9) go2 (-30.9, 0.5, -24.6)
trial 0 t33.42811 lA True rA True pd1 3.284988 pd2 3.032532 eo1 0.9686734 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.9) go2 (-31.0, 0.5, -24.6)
trial 0 t33.45033 lA True rA True pd1 3.319656 pd2 3.1474 eo1 0.9534494 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.3, 5.8, -21.8) go2 (-31.0, 0.5, -24.7)
trial 0 t33.47308 lA True rA True pd1 3.250732 pd2 3.082138 eo1 0.9702507 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.3, 5.8, -21.9) go2 (-31.1, 0.5, -24.9)
trial 0 t33.4957 lA True rA True pd1 3.253174 pd2 3.079849 eo1 0.9585597 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.3, 5.8, -21.9) go2 (-31.1, 0.5, -24.9)
trial 0 t33.5173 lA True rA True pd1 3.255692 pd2 3.069748 eo1 0.9559349 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.3, 5.8, -21.9) go2 (-31.1, 0.5, -24.8)
trial 0 t33.54002 lA True rA True pd1 3.253647 pd2 3.051773 eo1 0.9643607 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.3, 5.8, -21.9) go2 (-31.1, 0.5, -24.8)
trial 0 t33.56244 lA True rA True pd1 3.250366 pd2 3.063507 eo1 0.9532114 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.3, 5.8, -21.9) go2 (-31.1, 0.5, -24.8)
trial 0 t33.58478 lA True rA True pd1 3.247253 pd2 3.070236 eo1 0.9673573 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.3, 5.8, -21.9) go2 (-31.1, 0.5, -24.8)
trial 0 t33.60675 lA True rA True pd1 3.247696 pd2 3.038467 eo1 0.9717032 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.3, 5.8, -21.9) go2 (-31.1, 0.5, -24.8)
trial 0 t33.62861 lA True rA True pd1 3.247391 pd2 3.038422 eo1 0.9495609 eo2 0.9905643 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.3, 5.8, -21.9) go2 (-31.1, 0.5, -24.8)
trial 0 t33.65099 lA True rA True pd1 3.248337 pd2 3.038696 eo1 0.9355933 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.3, 5.8, -21.9) go2 (-31.1, 0.5, -24.8)
trial 0 t33.68375 lA True rA True pd1 3.261948 pd2 3.078796 eo1 0.9517493 eo2 0.9974448 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.3, 5.8, -21.9) go2 (-31.1, 0.5, -24.8)
trial 0 t33.70582 lA True rA True pd1 3.274902 pd2 3.079071 eo1 0.9363119 eo2 1 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.3, 5.8, -21.9) go2 (-31.1, 0.5, -24.8)
trial 0 t33.72807 lA True rA True pd1 3.282745 pd2 3.098511 eo1 0.9249732 eo2 0.9988121 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.3, 5.8, -21.9) go2 (-31.1, 0.5, -24.8)
trial 0 t33.75038 lA True rA True pd1 3.287277 pd2 3.102188 eo1 0.9194968 eo2 0.9799486 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.3, 5.8, -21.9) go2 (-31.1, 0.5, -24.8)
trial 0 t33.77248 lA True rA True pd1 3.319443 pd2 3.114746 eo1 0.9184978 eo2 0.9792311 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.3, 5.8, -21.9) go2 (-31.1, 0.5, -24.8)
trial 0 t33.7947 lA True rA True pd1 3.326981 pd2 3.121857 eo1 0.9063027 eo2 0.9843053 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.3, 5.8, -21.8) go2 (-31.1, 0.5, -24.8)
trial 0 t33.81664 lA True rA True pd1 3.320313 pd2 3.117767 eo1 0.9289665 eo2 0.9861224 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.3, 5.8, -21.8) go2 (-31.1, 0.5, -24.9)
trial 0 t33.83881 lA True rA True pd1 3.324707 pd2 3.099915 eo1 0.9231164 eo2 0.962133 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.3, 5.8, -21.8) go2 (-31.1, 0.5, -24.9)
trial 0 t33.86093 lA True rA True pd1 3.342087 pd2 3.099915 eo1 0.9114442 eo2 0.9695161 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.3, 5.8, -21.8) go2 (-31.1, 0.5, -24.9)
trial 0 t33.88459 lA True rA True pd1 3.320648 pd2 3.0233 eo1 0.8686828 eo2 0.9435149 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.3, 5.7, -21.7) go2 (-31.1, 0.5, -24.8)
trial 0 t33.90568 lA True rA True pd1 3.259613 pd2 3.088669 eo1 0.8632717 eo2 0.9460854 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.9) go2 (-31.0, 0.6, -24.7)
trial 0 t33.92814 lA True rA True pd1 3.339188 pd2 3.090042 eo1 0.8919037 eo2 0.9345861 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.9) go2 (-30.9, 0.6, -24.7)
trial 0 t33.95125 lA True rA True pd1 3.376831 pd2 3.092209 eo1 0.8835741 eo2 0.9687415 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.9) go2 (-30.9, 0.5, -24.7)
trial 0 t33.97356 lA True rA True pd1 3.338425 pd2 3.089951 eo1 0.9060179 eo2 0.9634948 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.9) go2 (-30.9, 0.5, -24.7)
trial 0 t33.99582 lA True rA True pd1 3.352264 pd2 3.093796 eo1 0.9193624 eo2 0.9662587 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.9) go2 (-30.9, 0.5, -24.7)
trial 0 t34.01811 lA True rA True pd1 3.364365 pd2 3.095581 eo1 0.9262362 eo2 0.9747914 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.9) go2 (-30.9, 0.5, -24.7)
trial 0 t34.0397 lA True rA True pd1 3.364059 pd2 3.096725 eo1 0.9358931 eo2 0.9724119 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.9) go2 (-30.9, 0.6, -24.7)
trial 0 t34.07272 lA True rA True pd1 3.360519 pd2 3.096985 eo1 0.9161035 eo2 0.9710525 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.4, 5.8, -21.9) go2 (-30.9, 0.6, -24.7)
trial 0 t34.09532 lA True rA True pd1 3.361084 pd2 3.124542 eo1 0.7993689 eo2 0.7058768 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 5.8, -21.9) go2 (-30.9, 0.6, -24.8)
trial 0 t34.11737 lA True rA True pd1 3.365814 pd2 3.157379 eo1 0.4773321 eo2 0.2237042 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.5, 5.9, -21.8) go2 (-30.9, 0.5, -23.9)
trial 0 t34.13942 lA True rA False pd1 2.119751 pd2 -1 eo1 0 eo2 0 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.5, 0.9) gd2 (0.0, 0.0, 0.0) go1 (32.5, 6.1, -22.1) go2 (0.0, 0.0, 0.0)
trial 0 t34.1612 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (0.5, 0.5) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 0 t34.183 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 0 t34.20577 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 0 t34.22808 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (0.5, 0.5) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 0 t34.25021 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (0.6, 0.5) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 0 t34.27332 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (0.6, 0.4) pp2 (0.5, 0.7) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 0 t34.29494 lA False rA False pd1 -1 pd2 -1 eo1 0.04954235 eo2 0 pp1 (0.5, 0.5) pp2 (0.5, 0.7) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 0 t34.3167 lA True rA False pd1 2.944336 pd2 -1 eo1 0.4224995 eo2 0.05370645 pp1 (0.5, 0.4) pp2 (0.5, 0.7) gd1 (0.0, -0.4, 0.9) gd2 (0.0, 0.0, 0.0) go1 (32.5, 6.1, -22.0) go2 (0.0, 0.0, 0.0)
trial 0 t34.33926 lA True rA False pd1 3.042603 pd2 -1 eo1 0.5906806 eo2 0.1205955 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, 0.0, 0.0) go1 (32.5, 5.9, -21.3) go2 (0.0, 0.0, 0.0)
trial 0 t34.36087 lA True rA True pd1 3.292007 pd2 2.819473 eo1 0.5709936 eo2 0.08917063 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.3, 0.9) gd2 (0.0, -0.4, 0.9) go1 (32.6, 6.0, -22.3) go2 (-30.9, 0.6, -24.0)
trial 0 t34.39445 lA True rA False pd1 3.150635 pd2 -1 eo1 0.3028154 eo2 0 pp1 (0.5, 0.4) pp2 (0.5, 0.6) gd1 (0.0, -0.4, 0.9) gd2 (0.0, 0.0, 0.0) go1 (32.5, 6.0, -22.0) go2 (0.0, 0.0, 0.0)
trial 0 t34.41657 lA True rA False pd1 2.389359 pd2 -1 eo1 0 eo2 0 pp1 (0.5, 0.4) pp2 (0.5, 0.7) gd1 (0.0, -0.4, 0.9) gd2 (0.0, 0.0, 0.0) go1 (32.5, 5.8, -21.0) go2 (0.0, 0.0, 0.0)
trial 0 t34.43919 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (0.6, 0.5) pp2 (0.5, 0.8) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
trial 0 t34.46194 lA False rA False pd1 -1 pd2 -1 eo1 0 eo2 0 pp1 (-1.0, -1.0) pp2 (-1.0, -1.0) gd1 (0.0, 0.0, 0.0) gd2 (0.0, 0.0, 0.0) go1 (0.0, 0.0, 0.0) go2 (0.0, 0.0, 0.0)
